Name	Tier	Activation	Ranked	Text	Source	From	Depreciated
Shield Master	3	Active (Maneuver)	No	While wielding a shield, your character may take the Shield Master maneuver, suffering 1 Strain. Your shield's Defensive and Deflection qualities increase by one each until the end of your next turn.	CCC-Direach	Shield Master	
Turn Undead	3	Active (Action)	Yes	As an Action, force all undead creatures within short range (or other creatures deemed appropriate by the GM) to make a fear check with a Difficulty equal to your Discipline. In addition to the normal effects of Fear any targets who fail the check are forced to spend their next turn moving outside the range of the Turn Undead Talent. All maneuvers must be spent on movement including downgrading Actions if possible. Each rank of Turn Undead increases the Range that targets are affected by one Range band.	CCC-ESP77	Turn Undead	
Assassin Strike	4	Active (Incidental)	No	After making a successful melee check, may spend a Story Point to disengage from an opponent as an incidental.	CCC-Tom Cruise	Assassin Strike	
Blood Magic (Improved)	4	Active (Incidental)	No	Your character must have purchased the Blood Magic talent to benefit from this talent. Once per encounter, suffer an additional 2 wounds while using Blood Magic and add one additional effect with a Difficulty Mod +◆ to a spell without increasing the difficulty.	CCC-ESP77	Blood Magic (Improved)	
Faith Healing	4	Active (Incidental)	Yes	After making a skill check to cast a Heal spell, may choose to change one [SU] to [AD] per rank of Faith Healing.	CCC-TheSapient	Light of Heaven	
Familiar (Supreme)	4	Active (Incidental)	No	Your character must have purchased the Familiar talent to benefit from this talent. You may spend a Story Point and use your Familiar as the point of origin for casting a spell. The familiar must be within the range granted by ranks in the Familiar talent for your character to use the Familiar (Supreme) talent.	CCC-ESP77	Familiar (Supreme)	
Finesse (Improved)	4	Passive	No	Your character must have purchased the Finesse talent to benefit from this talent. Because you can rapidly strike with surgical precision, use Agility instead of Brawn for determining base damage for Brawl and Melee (Light) attacks.	CCC-Dragonshadow	Finesse (Improved)	
Flurry of Blows	4	Active (Maneuver)	No	Perform the Flurry of Blows maneuver, suffering strain up to your ranks in Coordination to gain the Linked quality with a rating equal to the amount of strain suffered on your next Melee or Brawl combat check this turn.	CCC-Klort	Flurry of Blows	
Life or Death (Improved)	4	Passive	No	Your character must have purchased the Life or Death talent to benefit from this talent. When your character suffers wounds equal to half of their wound threshold or greater, upgrade the ability of all combat checks they make once. This replaces the normal effects of Life or Death.	CCC-Swordbreaker	Life or Death (Improved)	
Mage Hunter	4	Active (Action)	Yes	When targeted by a successful curse spell, perform the Mage Hunter action; make a Daunting (◆◆◆◆) Discipline check to remove status. Difficulty reduced per rank of Mage Hunter.	CCC-ESP77	Mage Hunter	
Mystic Theurge (Improved)	4	Passive	No	Mystic Theurge no longer limits use of the magic skill to once per encounter.	CCC-yeti1069	Mystic Theurge (Improved)	
Pinning Fire (Improved)	4	Active (Action)	No	Your character must have the Pinning Fire talent to benefit from this talent. When making a Pinning Fire action, you may affect a number of targets equal to ranks of Pinning Fire.	CCC-Tom Cruise	Pinning Fire (Improved)	
Quickened Spell	4	Active (Maneuver)	No	Once per session, spend 2 strain to make a magic skill check as a maneuver.	CCC-ESP77	Quickened Spell	
Reflexive Barrier	4	Active (Incidental, Out of Turn)	No	Once per session, when your character is targeted by an attack, you may cast Barrier as an out of turn incidental.	CCC-ESP77	Reflexive Barrier	
Sneak Attack (Improved)	4	Active (Incidental)	No	Your character must have purchased the Sneak Attack Talent to benefit from this talent. Once per round when performing the Aim maneuver, you may choose to suffer 1 Strain to add Vicious 2, or increase your weapon's Vicious rating by 1, for your next combat check this round. This may be instead of, or in addition to the benefits of Sneak Attack's Pierce option.	CCC-Richardbuxton	Sneak Attack (Improved)	
Vision of the Future	4	Active (Incidental)	No	Once per session, after successfully casting a spell, you may spend [AD][AD] or [TR] to add one additional effect to the cast spell, which would normally have increased the difficulty by 1.	CCC-TheSapient	Vision of the Future	
Barbaric Strength	5	Passive	No	May use Melee (Heavy) weapons one-handed. Weapons used that way still use the Melee (Heavy) skill.	CCC-Klort	Barbaric Strength	
Blood Magic (Supreme)	5	Active (Incidental)	No	Once per session while using Blood Magic, suffer a critical. You may decrease the difficulty of the next spell skill check you make by three to a minimum of Average (◆◆).	CCC-ESP77	Blood Magic (Supreme)	
Bouncing Spell	5	Active (Incidental)	No	When your character fails a spell casting skill check that targets another character or NPC, may spend [TR] or [AD][AD][AD] to immediately reroll the attempted spell with a new target.	CCC-TheSapient	Bouncing Spell	
Life or Death (Supreme)	5	Passive	No	Your character must have purchased the Life or Death talent to benefit from this talent. The effects of Life or Death activate when your character takes wounds equal to one quarter of their wound threshold, instead of half.	CCC-Swordbreaker	Life or Death (Supreme)	
Sneak Attack (Supreme)	5	Active (Incidental)	No	Your character must have purchased the Sneak Attack Talent to benefit from this talent.  Once per encounter you may spend a story point to add [TR] to the results of an Attack Action.  This does not include the [SU] usually associated with [TR].	CCC-Richardbuxton	Sneak Attack (Supreme)	
Turn Undead (Improved)	5	Active (Incidental)	No	When taking a Turn Undead action, your character may flip a story point to deal 2 strain damage per rank of Turn Undead to any creatures that failed their fear check. In addition you may perform a Concentration maneuver to maintain the effects in subsequent rounds.	CCC-ESP77	Turn Undead (Improved)	
Circle of Shelter	4	Active (Incidental, Out of Turn)	No	When an engaged ally suffers a hit, may use Parry or Reflect incidental against the hit.	FBGR, FCRB	Circle of Shelter	V4.0
Contingency Plan	4	Active (Incidental, Out of Turn)	No	Choose Willpower, Cunning, or Presence when purchasing this talent.  Spend 1 Story Point to recover strain equal to the level of this characteristic.	DA, FCRB	Contingency Plan	V4.0
Crippling Blow	3	Active (Incidental)	No	Increase the difficulty of next combat check by 1. If check deals damage, target suffers 1 strain whenever he moves for the remainder of the encounter.	ACRB, ECRB, FCRB	Crippling Blow	V4.0
Finesse	2	Passive		The character may use Agility instead of Brawn for Brawl and Melee (Light) checks.	GHC	Finesse	V4.0
Grapple	2	Active (Maneuver)	No	Once per round, the character may perform the Grapple maneuver. Until the beginning of the character's next turn, enemies must spend two maneuvers instead of one maneuver to move from engaged range to short range of him.	ND, KTP	Grapple	V4.0
Heroic Recovery	3	Active (Incidental)	No	Once per encounter, may spend a Story Point to recover 4 strain.	GHC	Heroic Recovery	V4.0
Medical Specialist	1	Passive	Yes	Patients recover 1 additional wound per rank of Medical Specialist when they recover wounds from long term care.	ACRB, ECRB	Bacta Specialist	V4.0
Pressure Point	5	Active (Incidental)	No	When making a Brawl check against an opponent, instead of dealing damage, may deal equivalent strain plus additional strain equal to ranks of Medicine (this ignores soak).	ECRB	Pressure Point	V4.0
Shield Slam	2	Active (Incidental)	No	When attacking a minion or rival with a shield, may spend [AD][AD][AD][AD] or a [TR] to stagger the target for 1 round.	GHC	Shield Slam	V4.0
Spin Attack	4	Active (Action)	No	Your character may take the Spin Attack action, making an armed melee combat check at +1 difficulty against one engaged target. Your character may spend [AD][AD] generated by this combat check to hit one additional target he is engaged with. He may do this once per engaged target, paying [AD][AD] for each additional hit.	FCRB	Sarlacc Sweep	V4.1
Sneak Attack	3	Active (Incidental)	No	Once per round when performing the Aim maneuver you may suffer 1 Strain to also add Piece 2 to the Attack, or Increase Pierce of your weapon by 1, for the next Combat check you make this round.	CCC-yeti1069	Sneak Attack	V4.0
